나이,BM지수등급,성별,추천운동명
70대 이상,3단계비만,남자,엉덩이 스트레칭2
70대 이상,3단계비만,남자,넙다리 뒤쪽 스트레칭
70대 이상,3단계비만,남자,엎드려서 팔 다리 들기
70대 이상,3단계비만,남자,폼롤러 이용 유연성운동 루틴 프로그램
70대 이상,3단계비만,남자,가슴 어깨 펴기
70대 이상,3단계비만,남자,탄력밴드 어깨 가쪽 돌림
70대 이상,3단계비만,남자,옆구리늘리기
70대 이상,3단계비만,남자,짐볼을 이용한 동적 루틴 스트레칭
70대 이상,3단계비만,남자,앉아서 다리 모으기
70대 이상,3단계비만,남자,허리 스트레칭
70대 이상,3단계비만,남자,등척성운동-벌림
70대 이상,3단계비만,남자,앉아서 모으기
70대 이상,3단계비만,남자,앉아서 뒤로 당기기
70대 이상,3단계비만,남자,몸통 들어올리기
70대 이상,3단계비만,남자,벽에서 팔굽혀 펴기
70대 이상,저체중,여자,앉았다 일어서기
70대 이상,저체중,여자,한발 앞으로 내밀고 앉았다 일어서기
70대 이상,저체중,여자,넙다리 뒤쪽 스트레칭
70대 이상,저체중,여자,등/어깨 뒤쪽 스트레칭
70대 이상,저체중,여자,목 스트레칭
70대 이상,저체중,여자,옆구리 스트레칭
70대 이상,저체중,여자,엉덩이 스트레칭2
70대 이상,저체중,남자,목 스트레칭
70대 이상,저체중,남자,등/어깨 뒤쪽 스트레칭
70대 이상,비만전단계비만,여자,어깨 스트레칭
70대 이상,비만전단계비만,여자,깍지 끼고 상체 숙이기
70대 이상,비만전단계비만,여자,양팔 벌려 전신 비틀기
70대 이상,3단계비만,남자,밴드 잡고 누워서 다리 밀기
70대 이상,3단계비만,남자,목봉잡고 앉았다 일어나기
70대 이상,3단계비만,남자,양팔 벌려 전신 비틀기
70대 이상,3단계비만,남자,상지 루틴 스트레칭
70대 이상,3단계비만,남자,하지 루틴 스트레칭1
70대 이상,3단계비만,남자,무릎굽혀 원 그리기
70대 이상,3단계비만,남자,목 돌리기
70대 이상,3단계비만,여자,양팔 벌려 전신 비틀기
70대 이상,3단계비만,여자,깍지 끼고 상체 숙이기
70대 이상,3단계비만,여자,어깨 스트레칭
70대 이상,3단계비만,여자,팔꿈치 맞닿아 원그리기
70대 이상,2단계비만,남자,엉덩이 스트레칭2
70대 이상,2단계비만,남자,등/어깨 뒤쪽 스트레칭
70대 이상,2단계비만,남자,목 스트레칭
70대 이상,2단계비만,남자,상지 루틴 스트레칭
70대 이상,2단계비만,남자,하지 루틴 스트레칭2
70대 이상,2단계비만,남자,줄넘기
70대 이상,2단계비만,남자,앉았다 일어서기
70대 이상,2단계비만,남자,윗몸올리기
70대 이상,2단계비만,남자,엎드려 버티기
70대 이상,2단계비만,남자,팔굽혀 펴기
70대 이상,2단계비만,남자,어깨 스트레칭
70대 이상,2단계비만,남자,목 스트레칭
70대 이상,2단계비만,남자,유산소 운동 전 동적 루틴 스트레칭
70대 이상,2단계비만,남자,하지 루틴 스트레칭1
70대 이상,2단계비만,남자,상지 루틴 스트레칭
70대 이상,3단계비만,여자,넙다리 뒤쪽 스트레칭
70대 이상,3단계비만,여자,옆구리 스트레칭
70대 이상,3단계비만,여자,등/어깨 뒤쪽 스트레칭
70대 이상,3단계비만,여자,목 스트레칭
70대 이상,3단계비만,여자,엉덩이 스트레칭2
70대 이상,3단계비만,여자,누워서 다리 들어올리기
70대 이상,3단계비만,여자,벽에서 팔굽혀 펴기
70대 이상,3단계비만,여자,누워서 배가로근 수축 II
70대 이상,3단계비만,여자,네발기기 자세로 팔 다리 들기
70대 이상,3단계비만,여자,네발기기 자세에서 다리 위로 뻗어올리기
70대 이상,3단계비만,여자,폼롤러 이용 유연성운동 루틴 프로그램
70대 이상,3단계비만,여자,양팔 벌려 전신 비틀기
70대 이상,3단계비만,여자,깍지 끼고 상체 숙이기
70대 이상,3단계비만,여자,어깨 스트레칭
70대 이상,3단계비만,여자,팔꿈치 맞닿아 원그리기
70대 이상,3단계비만,여자,몸통 들어올리기
70대 이상,3단계비만,여자,밴드 잡고 누워서 다리 밀기
70대 이상,비만전단계비만,여자,팔꿈치 맞닿아 원그리기
70대 이상,비만전단계비만,여자,몸통 들어올리기
70대 이상,비만전단계비만,여자,벽에서 팔굽혀 펴기
70대 이상,비만전단계비만,여자,밴드 잡고 누워서 다리 밀기
70대 이상,비만전단계비만,여자,목봉잡고 앉았다 일어나기
70대 이상,비만전단계비만,여자,몸통 들어올리기
70대 이상,비만전단계비만,여자,볼 튕기면서 스쿼트
70대 이상,비만전단계비만,여자,짐볼 앉기 평형성 운동 루틴 프로그램
70대 이상,비만전단계비만,여자,무릎굽혀 원 그리기
70대 이상,비만전단계비만,여자,목 스트레칭
70대 이상,비만전단계비만,여자,등/어깨 뒤쪽 스트레칭
70대 이상,비만전단계비만,여자,엉덩이 스트레칭2
70대 이상,비만전단계비만,여자,허리 스트레칭
70대 이상,비만전단계비만,여자,팔꿈치 맞닿아 원그리기
70대 이상,비만전단계비만,여자,양팔 벌려 전신 비틀기
70대 이상,비만전단계비만,여자,깍지 끼고 상체 숙이기
70대 이상,비만전단계비만,여자,어깨 스트레칭
70대 이상,비만전단계비만,여자,하지 루틴 스트레칭1
70대 이상,비만전단계비만,여자,상지 루틴 스트레칭
70대 이상,비만전단계비만,여자,좌식생활자를 위한 동적 루틴 스트레칭
70대 이상,비만전단계비만,여자,전신 루틴 스트레칭
70대 이상,비만전단계비만,여자,엉덩이 스트레칭
70대 이상,비만전단계비만,여자,조깅
70대 이상,비만전단계비만,여자,엉덩이 스트레칭2
70대 이상,비만전단계비만,여자,옆구리 스트레칭
70대 이상,비만전단계비만,여자,목 스트레칭
70대 이상,비만전단계비만,여자,넙다리 뒤쪽 스트레칭
70대 이상,저체중,남자,앉았다 일어서기
70대 이상,저체중,남자,하지 루틴 스트레칭2
70대 이상,저체중,남자,상지 루틴 스트레칭
70대 이상,저체중,남자,목 스트레칭
70대 이상,저체중,남자,넙다리 뒤쪽 스트레칭
70대 이상,저체중,남자,엉덩이 스트레칭2
70대 이상,비만전단계비만,여자,몸통 들어올리기
70대 이상,비만전단계비만,여자,양팔 벌려 전신 비틀기
70대 이상,비만전단계비만,여자,팔꿈치 맞닿아 원그리기
70대 이상,비만전단계비만,여자,어깨 스트레칭
70대 이상,비만전단계비만,여자,깍지 끼고 상체 숙이기
70대 이상,비만전단계비만,여자,볼 튕기면서 스쿼트
70대 이상,비만전단계비만,여자,벽에서 팔굽혀 펴기
70대 이상,비만전단계비만,여자,계단 뛰어 오르기
70대 이상,비만전단계비만,여자,계단 올라갔다 내려오기
70대 이상,저체중,여자,어깨 스트레칭
70대 이상,저체중,여자,깍지 끼고 상체 숙이기
70대 이상,저체중,여자,양팔 벌려 전신 비틀기
70대 이상,저체중,여자,팔꿈치 맞닿아 원그리기
70대 이상,3단계비만,여자,목봉잡고 앉았다 일어나기
70대 이상,저체중,여자,몸통 들어올리기
70대 이상,저체중,여자,벽에서 팔굽혀 펴기
70대 이상,저체중,여자,목봉잡고 앉았다 일어나기
70대 이상,저체중,여자,밴드 잡고 누워서 다리 밀기
70대 이상,저체중,여자,몸통 들어올리기
70대 이상,저체중,여자,서서 바벨 위로 밀기
70대 이상,저체중,여자,짐볼 앉기 평형성 운동 루틴 프로그램
70대 이상,저체중,남자,누워서 다리 들어올리기
70대 이상,저체중,남자,벽에서 팔굽혀 펴기
70대 이상,저체중,남자,뒤꿈치 들기
70대 이상,저체중,남자,고정식 자전거 타기
70대 이상,1단계비만,남자,네발기기 자세에서 손바닥으로 바닥밀기
70대 이상,2단계비만,여자,엉덩이 스트레칭2
70대 이상,2단계비만,남자,무릎굽혀 원 그리기
70대 이상,2단계비만,남자,목 돌리기
70대 이상,2단계비만,남자,상지 루틴 스트레칭
70대 이상,2단계비만,남자,하지 루틴 스트레칭1
70대 이상,2단계비만,남자,팔꿈치 맞닿아 원그리기
70대 이상,2단계비만,남자,밴드 잡고 누워서 다리 밀기
70대 이상,2단계비만,남자,목봉잡고 앉았다 일어나기
70대 이상,2단계비만,남자,벽에서 팔굽혀 펴기
70대 이상,2단계비만,남자,몸통 들어올리기
70대 이상,2단계비만,남자,앉아서 밀기
70대 이상,3단계비만,여자,V자 싸이클
70대 이상,3단계비만,여자,짐볼 앉기 평형성 운동 루틴 프로그램
70대 이상,3단계비만,여자,목 스트레칭
70대 이상,3단계비만,여자,등/어깨 뒤쪽 스트레칭
70대 이상,3단계비만,여자,옆구리 스트레칭
70대 이상,3단계비만,여자,넙다리 뒤쪽 스트레칭
70대 이상,3단계비만,남자,점프 팔굽혀펴기
70대 이상,3단계비만,여자,벽에서 팔굽혀 펴기
70대 이상,3단계비만,여자,바벨 당겨 올리기
70대 이상,3단계비만,여자,어깨 스트레칭
70대 이상,3단계비만,여자,양팔 벌려 전신 비틀기
70대 이상,3단계비만,여자,깍지 끼고 상체 숙이기
70대 이상,3단계비만,여자,팔꿈치 맞닿아 원그리기
70대 이상,2단계비만,남자,앉아서 다리 밀기
70대 이상,2단계비만,남자,볼 위에 앉아 밴드 양옆으로 당기기
70대 이상,2단계비만,남자,턱걸이
70대 이상,2단계비만,남자,매달려서 뒤로 팔굽혀 펴기
70대 이상,2단계비만,남자,어깨 스트레칭
70대 이상,2단계비만,여자,밴드 걸고 앉아서 발등 굽힘
70대 이상,2단계비만,여자,몸통 들어올리기
70대 이상,2단계비만,여자,짐볼에서 윗몸 일으키기
70대 이상,2단계비만,여자,벽에서 팔굽혀 펴기
70대 이상,2단계비만,여자,몸통 들어올리기
70대 이상,2단계비만,여자,양팔 벌려 전신 비틀기
70대 이상,2단계비만,여자,팔꿈치 맞닿아 원그리기
70대 이상,2단계비만,여자,깍지 끼고 상체 숙이기
70대 이상,2단계비만,여자,어깨 스트레칭
70대 이상,2단계비만,남자,전신 루틴 스트레칭
70대 이상,2단계비만,남자,상지 루틴 스트레칭
70대 이상,2단계비만,남자,조깅
70대 이상,2단계비만,남자,엉덩이 스트레칭
70대 이상,2단계비만,남자,목 스트레칭
70대 이상,2단계비만,남자,한발 앞으로 내밀고 앉았다 일어서기
70대 이상,2단계비만,남자,서서 상체 일으키기
70대 이상,2단계비만,남자,팔굽혀펴기
70대 이상,2단계비만,남자,누워서 다리 들어올리기
70대 이상,2단계비만,남자,엎드려서 팔 다리 들기
70대 이상,2단계비만,남자,폼롤러 이용 유연성운동 루틴 프로그램
70대 이상,2단계비만,남자,가슴 어깨 펴기
70대 이상,2단계비만,남자,옆구리늘리기
70대 이상,2단계비만,남자,탄력밴드 어깨 가쪽 돌림
70대 이상,2단계비만,남자,짐볼을 이용한 동적 루틴 스트레칭
70대 이상,2단계비만,여자,넙다리 뒤쪽 스트레칭
70대 이상,2단계비만,여자,목 스트레칭
70대 이상,2단계비만,여자,등/어깨 뒤쪽 스트레칭
70대 이상,2단계비만,여자,짐볼 앉기 평형성 운동 루틴 프로그램
70대 이상,2단계비만,여자,탄력밴드 측면으로 당기기
70대 이상,2단계비만,여자,몸통 들어올리기
70대 이상,2단계비만,여자,목봉잡고 앉았다 일어나기
70대 이상,2단계비만,여자,밴드 잡고 누워서 다리 밀기
70대 이상,2단계비만,여자,벽에서 팔굽혀 펴기
70대 이상,2단계비만,여자,앉아서 뒤로 당기기
70대 이상,2단계비만,여자,깍지 끼고 상체 숙이기
70대 이상,2단계비만,여자,팔꿈치 맞닿아 원그리기
70대 이상,2단계비만,여자,어깨 스트레칭
70대 이상,2단계비만,여자,양팔 벌려 전신 비틀기
70대 이상,1단계비만,남자,등/어깨 뒤쪽 스트레칭
70대 이상,1단계비만,남자,목 스트레칭
70대 이상,1단계비만,남자,상지 루틴 스트레칭
70대 이상,1단계비만,남자,하지 루틴 스트레칭1
70대 이상,1단계비만,남자,하지 루틴 스트레칭2
70대 이상,1단계비만,남자,팔굽혀 펴기
70대 이상,1단계비만,남자,달리기
70대 이상,1단계비만,남자,앉았다 일어서기
70대 이상,1단계비만,남자,윗몸올리기
70대 이상,1단계비만,남자,엎드려 버티기
70대 이상,1단계비만,남자,상지 루틴 스트레칭
70대 이상,1단계비만,남자,등/어깨 뒤쪽 스트레칭
70대 이상,1단계비만,남자,전신 루틴 스트레칭
70대 이상,1단계비만,남자,목 스트레칭
70대 이상,1단계비만,남자,유산소 운동 전 동적 루틴 스트레칭
70대 이상,2단계비만,여자,폼롤러 이용 유연성운동 루틴 프로그램
70대 이상,2단계비만,여자,팔꿈치 맞닿아 원그리기
70대 이상,2단계비만,여자,양팔 벌려 전신 비틀기
70대 이상,2단계비만,여자,깍지 끼고 상체 숙이기
70대 이상,2단계비만,여자,어깨 스트레칭
70대 이상,1단계비만,남자,전신 루틴 스트레칭
70대 이상,1단계비만,남자,목 스트레칭
70대 이상,1단계비만,남자,엉덩이 스트레칭
70대 이상,1단계비만,남자,상지 루틴 스트레칭
70대 이상,1단계비만,남자,하지 루틴 스트레칭1
70대 이상,1단계비만,남자,서서 상체 일으키기
70대 이상,1단계비만,남자,뒤로 팔굽혀펴기
70대 이상,1단계비만,남자,엎드려 버티기
70대 이상,1단계비만,남자,달리기
70대 이상,1단계비만,남자,턱걸이
70대 이상,1단계비만,남자,탄력밴드 어깨 가쪽 돌림
70대 이상,1단계비만,남자,어깨 뒤쪽 스트레칭
70대 이상,1단계비만,남자,한발 앞으로 내밀고 앉았다 일어서기
70대 이상,1단계비만,남자,공에 엎드려서 상체 들어올리기
70대 이상,1단계비만,남자,하지 루틴 스트레칭1
70대 이상,1단계비만,남자,엎드려 버티기
70대 이상,1단계비만,남자,몸통 들어올리기
70대 이상,1단계비만,남자,벽에서 팔굽혀 펴기
70대 이상,1단계비만,남자,목봉잡고 앉았다 일어나기
70대 이상,1단계비만,남자,밴드 잡고 누워서 다리 밀기
70대 이상,1단계비만,남자,상지 루틴 스트레칭
70대 이상,1단계비만,남자,하지 루틴 스트레칭1
